timestamp,count,density,smoothed
2026-04-26T14:37:53.639574+00:00,138,High,138.16623376644128
2026-04-26T14:37:54.040597+00:00,138,High,138.11636363650888
2026-04-26T14:37:54.451349+00:00,137,High,136.5814545455562
2026-04-26T14:37:54.867538+00:00,136,High,136.10701818188932
2026-04-26T14:37:55.269476+00:00,137,High,136.9749127273225
2026-04-26T14:37:55.684279+00:00,138,High,138.48243890912576
2026-04-26T14:37:56.133051+00:00,140,High,139.837707236388
2026-04-26T14:37:56.555518+00:00,141,High,141.0863950654716
2026-04-26T14:37:57.033038+00:00,142,High,141.6604765458301
2026-04-26T14:37:57.510551+00:00,142,High,142.36233358208108
2026-04-26T14:37:57.999334+00:00,142,High,141.65363350745673
2026-04-26T14:37:58.478196+00:00,141,High,141.4575434552197
2026-04-26T14:37:58.960239+00:00,141,High,140.72028041865377
2026-04-26T14:37:59.443087+00:00,141,High,140.50419629305765
2026-04-26T14:37:59.915454+00:00,141,High,140.95293740514035
2026-04-26T14:38:00.405765+00:00,141,High,141.26705618359824
2026-04-26T14:38:00.892961+00:00,141,High,140.88693932851876
2026-04-26T14:38:01.348510+00:00,142,High,141.82085752996312
2026-04-26T14:38:01.801751+00:00,142,High,141.87460027097418
2026-04-26T14:38:02.270959+00:00,142,High,141.61222018968192
2026-04-26T14:38:02.755546+00:00,141,High,140.52855413277734
2026-04-26T14:38:03.268912+00:00,141,High,141.26998789294413
2026-04-26T14:38:03.748778+00:00,141,High,140.88899152506087
2026-04-26T14:38:04.240223+00:00,142,High,141.8222940675426
2026-04-26T14:38:04.726105+00:00,140,High,140.37560584727981
2026-04-26T14:38:05.206078+00:00,140,High,140.26292409309588
2026-04-26T14:38:05.709966+00:00,140,High,140.1840468651671
2026-04-26T14:38:06.187208+00:00,140,High,140.42883280561693
2026-04-26T14:38:06.642860+00:00,141,High,141.20018296393184
2026-04-26T14:38:07.545621+00:00,142,High,142.0401280747523
2026-04-26T14:38:08.080523+00:00,142,High,142.0280896523266
2026-04-26T14:38:08.599185+00:00,141,High,141.4196627566286
2026-04-26T14:38:09.092900+00:00,141,High,140.99376392964
2026-04-26T14:38:09.551163+00:00,141,High,141.295634750748
2026-04-26T14:38:10.016983+00:00,142,High,141.5069443255236
2026-04-26T14:38:10.791272+00:00,142,High,141.6548610278665
2026-04-26T14:38:11.298847+00:00,141,High,141.45840271950652
2026-04-26T14:38:11.783302+00:00,142,High,142.22088190365454
2026-04-26T14:38:12.260510+00:00,141,High,141.25461733255818
2026-04-26T14:38:12.677944+00:00,142,High,141.77823213279072
2026-04-26T14:38:13.094353+00:00,142,High,142.1447624929535
2026-04-26T14:38:13.531335+00:00,143,High,142.70133374506744
2026-04-26T14:38:13.975914+00:00,143,High,143.39093362154722
2026-04-26T14:38:14.405020+00:00,144,High,143.57365353508305
2026-04-26T14:38:14.880774+00:00,143,High,143.10155747455812
2026-04-26T14:38:15.374897+00:00,143,High,143.37109023219068
2026-04-26T14:38:15.851525+00:00,143,High,143.25976316253346
